id_matricula,rut_estudiante,nombre_estudiante,fecha_nacimiento,sexo,comuna,curso,promedio_notas,asistencia_pct,programa_apoyo,necesidad_educativa,nombre_apoderado,telefono_apoderado
M-7571,23154184-0,Josefa González Araya,2008-07-20,F,Talcahuano,1º B,4.3,84,Ninguno,No,Amanda Flores,980758551
M-7572,21047686-2,Martín Morales Contreras,2007-07-18,M,Concepción,4º C,5.6,87,Retención escolar,No,Lucas Martínez,979301100
M-7573,22012437-8,Emilia Araya Fuentes,2007-10-07,F,Talcahuano,2º B,5.3,99,Ninguno,No,Agustín Torres,981341582
M-7574,23613856-4,Martina Soto Contreras,2010-08-27,F,Talcahuano,3º B,4.5,100,Beca alimentación,No,Joaquín Fuentes,954620491
M-7575,23220222-5,Amanda Araya Fuentes,2007-05-19,F,Hualpén,1º B,4.4,86,Ninguno,No,Martina Hernández,943299441
M-7576,20067115-3,Joaquín Hernández Sepúlveda,2010-05-26,M,Concepción,2º B,5.1,100,Programa de integración (PIE),No,Antonia Hernández,986066215
M-7577,23744517-7,Martín Muñoz Morales,2007-08-01,M,Hualpén,2º C,6.3,99,Programa de integración (PIE),No,Martina Muñoz,928334829
M-7578,21849777-K,Antonia Pérez Fuentes,2009-08-03,F,Tomé,2º B,5.8,90,Ninguno,No,Joaquín Hernández,996193914
M-7579,22849859-5,Benjamín Martínez Rojas,2011-03-10,M,Hualpén,2º B,5.5,86,Retención escolar,No,Gabriel Soto,934152446
M-7580,21390838-0,Florencia Rodríguez Soto,2007-07-02,F,San Pedro de la Paz,1º B,4.5,88,Programa de integración (PIE),No,Diego Araya,987066119
M-7581,24048331-3,Antonia González Flores,2012-03-05,F,Tomé,3º A,5.2,93,Ninguno,No,Vicente González,938876251
M-7582,21002741-3,Joaquín Rojas Sepúlveda,2011-05-15,M,San Pedro de la Paz,4º B,5.2,77,Ninguno,No,Josefa Fuentes,971700032
M-7583,24137066-0,Javiera Rodríguez Vega,2008-05-05,F,Concepción,1º A,6.1,75,Beca alimentación,No,Diego Araya,964415652
M-7584,22772008-1,Florencia Sepúlveda Rodríguez,2011-03-17,F,San Pedro de la Paz,1º B,4.5,100,Programa de integración (PIE),No,Martín Díaz,968771746
M-7585,20208845-5,Lucas Rojas Rodríguez,2007-05-22,M,San Pedro de la Paz,2º C,5.4,100,Ninguno,No,Isidora Araya,989205503
M-7586,21528342-6,Amanda Flores Torres,2012-05-25,F,Concepción,3º A,4.7,85,Programa de integración (PIE),Discapacidad visual,Florencia Muñoz,920128454
M-7587,24420289-0,Emilia Soto Rodríguez,2007-06-07,F,San Pedro de la Paz,1º B,4.9,79,Apoyo psicosocial,No,Joaquín Hernández,997545604
M-7588,20366810-2,Isidora Silva Espinoza,2008-05-01,F,Hualpén,4º C,5.3,94,Retención escolar,No,Isidora Rodríguez,918826444
M-7589,23993176-1,Sofía Soto Hernández,2009-06-21,F,Concepción,4º B,4.3,86,Apoyo psicosocial,No,Catalina Díaz,949871201
M-7590,22844961-6,Antonia Rodríguez Fuentes,2008-10-14,F,Chiguayante,1º B,4.7,95,Ninguno,No,Emilia Soto,919926120
M-7591,21328098-5,Lucas López Rojas,2011-08-08,M,San Pedro de la Paz,3º C,3.6,89,Retención escolar,No,Javiera Torres,954213964
M-7592,23067090-6,Sofía Flores Rodríguez,2010-10-09,F,Concepción,4º B,5.9,75,Ninguno,No,Joaquín Pérez,967112076
M-7593,23575530-6,Amanda Pérez González,2010-03-07,F,Concepción,1º A,5.8,81,Beca alimentación,No,Isidora Silva,932983175
M-7594,20392090-1,Benjamín Torres Espinoza,2011-10-12,M,San Pedro de la Paz,3º C,7.0,85,Ninguno,No,Emilia Silva,959554097
M-7595,20897755-3,Javiera Silva Martínez,2012-07-21,F,Concepción,3º C,4.6,94,Ninguno,No,Sofía Muñoz,982849982
M-7596,21726142-K,Martina Martínez Araya,2009-08-13,F,Coronel,2º C,5.9,98,Apoyo psicosocial,No,Matías Vega,946041927
M-7597,21847136-3,Emilia Sepúlveda Vega,2011-06-05,F,San Pedro de la Paz,1º A,6.6,98,Beca alimentación,No,Benjamín Flores,998101482
M-7598,23190095-6,Lucas Sepúlveda Morales,2009-01-20,M,Tomé,1º B,4.4,84,Ninguno,No,Agustín Martínez,927986655
M-7599,24257390-5,Lucas Muñoz Muñoz,2012-10-13,M,Hualpén,1º B,5.6,100,Beca alimentación,TDAH,Matías Vega,981098550
M-7600,22430972-0,Amanda Sepúlveda Pérez,2011-05-21,F,Chiguayante,3º A,6.3,86,Retención escolar,Trastorno del lenguaje,Catalina Silva,973337692
M-7601,24292566-6,Amanda Díaz González,2010-10-14,F,Concepción,2º C,4.9,82,Apoyo psicosocial,No,Lucas Díaz,939257457
M-7602,23733833-8,Antonia Muñoz Espinoza,2010-11-25,F,Concepción,1º A,5.2,97,Ninguno,No,Amanda Rojas,944225633
M-7603,20305188-1,Antonia Vega Soto,2010-01-25,F,San Pedro de la Paz,4º C,5.0,100,Retención escolar,No,Tomás López,937553813
M-7604,24449303-8,Matías Espinoza Araya,2012-01-23,M,Hualpén,3º B,3.4,89,Programa de integración (PIE),TDAH,Martín Araya,943088018
M-7605,21406658-8,Isidora Contreras Torres,2009-08-11,F,Talcahuano,3º B,5.0,79,Apoyo psicosocial,No,Benjamín Rojas,936493156
M-7606,21410440-4,Antonia Araya Morales,2011-02-20,F,Chiguayante,1º A,6.0,85,Beca alimentación,Discapacidad auditiva,Amanda Morales,910005497
M-7607,22158325-2,Tomás Martínez González,2012-04-15,M,Concepción,4º A,5.6,87,Ninguno,No,Vicente González,995746073
M-7608,21553917-K,Joaquín Contreras Rojas,2008-09-05,M,Hualpén,1º A,5.7,73,Apoyo psicosocial,No,Martín Hernández,954615378
M-7609,20380489-8,Lucas Martínez Fuentes,2011-09-05,M,Tomé,2º B,6.1,84,Retención escolar,No,Isidora Pérez,934428526
M-7610,20487790-2,Antonia Espinoza Hernández,2011-03-09,F,Tomé,2º B,5.1,85,Apoyo psicosocial,No,Antonia López,994577810
M-7611,23530330-8,Diego Torres Torres,2011-06-28,M,Chiguayante,4º A,5.3,95,Beca alimentación,No,Catalina Díaz,979615539
M-7612,23868272-5,Benjamín Martínez Flores,2007-01-20,M,Talcahuano,4º C,5.8,85,Apoyo psicosocial,Trastorno del lenguaje,Javiera Rodríguez,962514816
M-7613,22741516-5,Benjamín Morales López,2009-06-12,M,Coronel,2º B,4.4,93,Ninguno,No,Agustín Rodríguez,965582120
M-7614,21929386-8,Antonia Sepúlveda Torres,2009-04-22,F,Coronel,2º A,5.9,93,Apoyo psicosocial,No,Lucas Rodríguez,946343776
M-7615,23972710-2,Sofía Muñoz Pérez,2008-10-19,F,Tomé,1º B,5.7,100,Beca alimentación,No,Joaquín Morales,980025295
M-7616,22143356-0,Benjamín Araya Díaz,2007-09-14,M,Talcahuano,1º A,5.2,74,Beca alimentación,No,Florencia Morales,967007299
M-7617,23077057-9,Gabriel Díaz López,2008-05-11,M,Talcahuano,4º A,5.3,81,Ninguno,No,Martín Díaz,967204887
M-7618,20065233-7,Vicente Flores Araya,2008-08-11,M,San Pedro de la Paz,1º C,4.8,83,Ninguno,No,Amanda Rodríguez,972375936
M-7619,20114087-9,Gabriel López Flores,2012-07-04,M,Chiguayante,1º B,6.0,76,Ninguno,No,Antonia Hernández,948397076
M-7620,20639613-8,Matías Morales Rodríguez,2009-01-07,M,Penco,3º C,5.1,97,Ninguno,No,Antonia Pérez,942925764
M-7621,21466206-7,Vicente Espinoza López,2009-03-03,M,Hualpén,3º C,6.3,84,Beca alimentación,No,Matías Vega,936044402
M-7622,24182901-9,Catalina González Morales,2011-03-23,F,Coronel,4º A,5.3,99,Apoyo psicosocial,TDAH,Benjamín Soto,950418114
M-7623,24331809-7,Joaquín Flores Araya,2008-06-21,M,Concepción,4º A,5.0,92,Apoyo psicosocial,No,Emilia López,996980934
M-7624,20996081-6,Sofía Sepúlveda Contreras,2012-12-26,F,Penco,2º C,5.3,100,Beca alimentación,No,Sofía Morales,927252421
M-7625,20706941-6,Matías Fuentes González,2009-01-26,M,Chiguayante,1º A,4.8,84,Beca alimentación,TDAH,Tomás Araya,929646078
M-7626,24434421-0,Benjamín Pérez Araya,2007-02-16,M,Penco,2º B,5.4,82,Beca alimentación,TDAH,Sofía Muñoz,998383738
M-7627,20185674-2,Emilia Contreras Pérez,2010-02-19,F,Tomé,3º B,5.7,81,Apoyo psicosocial,No,Javiera Muñoz,911416142
M-7628,23869965-2,Isidora Rodríguez Araya,2011-06-22,F,Penco,1º B,4.9,82,Ninguno,No,Javiera Díaz,957816359
M-7629,20677735-2,Tomás Contreras Rodríguez,2008-05-14,M,Hualpén,2º C,4.7,95,Programa de integración (PIE),No,Gabriel Díaz,929962334
M-7630,21852558-7,Martina Vega Rojas,2009-05-20,F,San Pedro de la Paz,2º C,7.0,82,Ninguno,No,Joaquín Rojas,971257185
M-7631,20038429-4,Benjamín Fuentes Vega,2007-07-05,M,Coronel,3º C,6.1,97,Ninguno,No,Emilia Pérez,924488616
M-7632,23088305-5,Catalina Martínez Vega,2011-01-27,F,Chiguayante,1º B,4.6,88,Beca alimentación,No,Gabriel Rodríguez,964017937
M-7633,20682013-4,Martín Martínez Silva,2008-11-24,M,Concepción,3º C,4.7,91,Apoyo psicosocial,No,Emilia Martínez,949225213
M-7634,21780972-7,Agustín Sepúlveda Pérez,2012-10-15,M,Chiguayante,3º B,5.2,94,Ninguno,No,Tomás Rojas,989093649
M-7635,21926055-2,Catalina Sepúlveda Rojas,2010-03-23,F,Concepción,2º B,5.5,80,Ninguno,Discapacidad visual,Josefa Araya,966614194
M-7636,22470062-4,Joaquín Martínez Flores,2008-07-08,M,Coronel,3º B,6.4,91,Apoyo psicosocial,No,Martina Flores,958208568
M-7637,22781630-5,Martina Silva Contreras,2011-03-19,F,Talcahuano,2º A,5.4,95,Ninguno,No,Antonia González,979184852
M-7638,24418541-4,Matías Rodríguez Espinoza,2010-12-21,M,San Pedro de la Paz,2º C,5.6,100,Programa de integración (PIE),No,Sofía Espinoza,967379076
M-7639,23628351-3,Lucas Pérez Vega,2007-04-05,M,Hualpén,2º A,6.8,98,Retención escolar,No,Javiera Araya,949551742
M-7640,23273798-6,Diego Martínez Contreras,2009-04-24,M,Hualpén,3º C,4.9,95,Retención escolar,No,Gabriel Hernández,974873525
M-7641,24317614-4,Joaquín Martínez Torres,2008-10-16,M,Hualpén,3º A,5.1,95,Retención escolar,No,Gabriel Díaz,926344673
M-7642,21400684-4,Matías Rodríguez Soto,2010-06-14,M,Hualpén,1º B,5.4,93,Apoyo psicosocial,No,Matías Fuentes,922757453
M-7643,21449297-8,Vicente Muñoz Martínez,2010-06-25,M,Concepción,4º A,5.4,91,Beca alimentación,No,Josefa Morales,935952353
M-7644,21552475-K,Joaquín Rodríguez Araya,2012-08-03,M,Coronel,1º C,3.5,83,Beca alimentación,No,Benjamín Soto,992677657
M-7645,22045274-K,Antonia Vega Torres,2008-07-17,F,Penco,1º B,5.1,91,Programa de integración (PIE),No,Florencia Sepúlveda,986685055
M-7646,20001125-0,Gabriel Araya Rodríguez,2009-04-18,M,Chiguayante,4º C,6.1,98,Beca alimentación,No,Martina Soto,950457878
M-7647,22453836-3,Vicente Martínez Díaz,2011-08-01,M,Penco,3º C,5.9,93,Ninguno,No,Tomás Contreras,978936639
M-7648,21113158-3,Gabriel Morales Díaz,2011-03-06,M,Coronel,2º A,5.5,97,Ninguno,Trastorno del lenguaje,Joaquín Díaz,986122384
M-7649,21550748-0,Matías Torres Contreras,2007-10-17,M,Talcahuano,2º C,5.1,100,Ninguno,No,Martín Hernández,977353344
M-7650,21240789-2,Javiera Silva Pérez,2009-12-16,F,Concepción,4º B,5.3,81,Ninguno,No,Lucas Soto,999741337
M-7651,23571446-4,Florencia Torres López,2008-07-18,F,Concepción,1º A,6.7,82,Retención escolar,Discapacidad auditiva,Catalina Flores,957754514
M-7652,23750251-0,Emilia Díaz González,2008-04-21,F,San Pedro de la Paz,1º C,4.7,91,Beca alimentación,No,Emilia Morales,943395041
M-7653,22080710-6,Martín Pérez Rojas,2008-04-25,M,Talcahuano,1º C,5.9,88,Programa de integración (PIE),No,Florencia Díaz,988097369
M-7654,22786728-7,Josefa Sepúlveda Araya,2012-08-07,F,Talcahuano,4º B,5.5,96,Ninguno,TDAH,Agustín Hernández,943349712
M-7655,20453010-4,Vicente Pérez Rodríguez,2010-12-13,M,Chiguayante,1º A,4.7,77,Ninguno,No,Florencia Vega,953927799
M-7656,24410067-2,Gabriel Rojas Morales,2010-01-24,M,Penco,4º A,6.2,99,Ninguno,No,Tomás Díaz,987362264
M-7657,22130439-6,Vicente Díaz Flores,2011-01-06,M,Concepción,3º C,4.8,93,Ninguno,No,Josefa Rodríguez,920744253
M-7658,22376297-9,Agustín Morales Soto,2011-04-03,M,Hualpén,2º B,5.2,80,Programa de integración (PIE),No,Vicente Fuentes,940887401
M-7659,22257804-K,Martín Torres Muñoz,2011-08-06,M,Concepción,4º C,5.2,84,Retención escolar,No,Emilia Hernández,986823743
M-7660,20324464-7,Javiera Rodríguez Fuentes,2008-03-18,F,Hualpén,2º C,6.1,93,Ninguno,No,Sofía Araya,930787066
M-7661,21381091-7,Benjamín Flores Silva,2009-01-02,M,Talcahuano,1º A,6.9,82,Ninguno,TDAH,Amanda Fuentes,953302961
M-7662,23162789-3,Martina López Muñoz,2011-03-10,F,Chiguayante,3º C,5.5,88,Retención escolar,No,Antonia Araya,929871608
M-7663,22347492-2,Tomás Torres Fuentes,2008-02-26,M,Hualpén,3º A,5.2,93,Ninguno,TDAH,Amanda Soto,913701341
M-7664,23503354-8,Josefa Torres Díaz,2007-02-12,F,Talcahuano,4º C,5.9,79,Apoyo psicosocial,No,Josefa Flores,970706106
M-7665,20476758-9,Sofía Martínez Sepúlveda,2008-10-07,F,Concepción,4º B,6.6,83,Ninguno,TDAH,Catalina Araya,961884840
M-7666,20502884-4,Sofía Vega Morales,2010-12-07,F,Hualpén,1º B,4.3,86,Apoyo psicosocial,Trastorno del lenguaje,Gabriel Soto,972905175
M-7667,21604392-5,Florencia Morales Morales,2010-06-24,F,Hualpén,3º C,6.2,96,Programa de integración (PIE),No,Benjamín Díaz,980721141
M-7668,22912910-0,Diego Torres Hernández,2009-10-25,M,San Pedro de la Paz,2º A,6.4,90,Beca alimentación,No,Agustín Muñoz,993136654
M-7669,20306942-K,Amanda Muñoz Muñoz,2007-04-18,F,Talcahuano,1º C,5.7,90,Programa de integración (PIE),No,Benjamín Vega,933006762
M-7670,24098414-2,Florencia Rojas Muñoz,2007-02-02,F,Hualpén,1º B,4.8,89,Beca alimentación,No,Josefa Flores,983337004
M-7671,23985957-2,Martina Vega Araya,2011-06-01,F,Concepción,3º A,4.9,84,Programa de integración (PIE),No,Josefa López,923240964
M-7672,22768160-4,Lucas Silva Martínez,2010-11-15,M,Talcahuano,2º C,4.7,96,Retención escolar,No,Tomás Rojas,976185185
M-7673,24175206-7,Benjamín Hernández Silva,2008-02-14,M,San Pedro de la Paz,4º A,5.2,80,Ninguno,No,Agustín Martínez,948864175
M-7674,23659662-7,Benjamín Rodríguez Torres,2011-11-16,M,Concepción,2º B,5.4,97,Apoyo psicosocial,No,Matías Torres,963105352
M-7675,20524034-7,Amanda Araya Martínez,2009-03-06,F,Hualpén,3º C,5.5,96,Apoyo psicosocial,No,Javiera Contreras,913432890
M-7676,24085415-K,Josefa Vega Pérez,2007-10-14,F,Talcahuano,4º B,4.7,81,Ninguno,No,Emilia Araya,926032137
M-7677,21854882-K,Catalina Vega Rojas,2011-10-13,F,Hualpén,1º B,5.9,95,Beca alimentación,No,Catalina Fuentes,918035831
M-7678,21807613-8,Martín Rojas Fuentes,2008-06-11,M,Concepción,3º A,5.5,96,Ninguno,No,Lucas Soto,951376482
M-7679,21899542-7,Martina Araya Araya,2010-11-12,F,Hualpén,1º C,5.7,85,Ninguno,No,Tomás Sepúlveda,951285663
M-7680,24155732-9,Lucas Araya Silva,2007-08-04,M,Coronel,3º A,5.8,86,Ninguno,No,Josefa López,948907945
M-7681,24420541-5,Joaquín Fuentes Espinoza,2007-10-22,M,Coronel,1º B,6.9,87,Ninguno,No,Diego Flores,917948090
M-7682,20931982-7,Vicente González Morales,2009-06-26,M,Talcahuano,2º B,5.3,100,Ninguno,No,Antonia Rodríguez,992846867
M-7683,22010571-3,Martín Martínez Araya,2012-06-22,M,Talcahuano,1º C,4.5,79,Programa de integración (PIE),No,Antonia Silva,939452765
M-7684,21827896-2,Antonia Muñoz Soto,2010-11-07,F,Coronel,1º C,5.4,98,Ninguno,No,Florencia Vega,979333362
M-7685,22644685-7,Joaquín Fuentes Pérez,2012-08-10,M,Hualpén,1º C,4.6,100,Ninguno,No,Amanda Fuentes,987150142
M-7686,23134999-0,Lucas Hernández Sepúlveda,2009-07-19,M,Coronel,1º A,5.9,85,Programa de integración (PIE),No,Agustín Torres,948256378
M-7687,21528154-7,Lucas Fuentes Araya,2011-02-19,M,Talcahuano,2º B,6.2,93,Beca alimentación,No,Josefa Pérez,962539383
M-7688,20933691-8,Martín Díaz Rojas,2009-03-26,M,Talcahuano,3º B,5.9,98,Apoyo psicosocial,No,Lucas Muñoz,911616723
M-7689,23561755-8,Antonia Espinoza Fuentes,2011-11-04,F,Tomé,3º A,5.5,94,Ninguno,Trastorno del lenguaje,Florencia Muñoz,957939613
M-7690,24233416-1,Isidora Flores González,2007-01-11,F,Penco,1º B,6.1,100,Ninguno,No,Martín Martínez,977427810
M-7691,22520621-6,Agustín Rojas Torres,2012-04-12,M,Talcahuano,2º C,5.0,82,Ninguno,No,Antonia Hernández,971096884
M-7692,24358488-9,Antonia Silva Morales,2010-06-22,F,Coronel,2º C,4.9,100,Beca alimentación,No,Agustín Muñoz,998197659
M-7693,20394692-7,Antonia Vega Muñoz,2012-10-13,F,Hualpén,3º B,6.8,79,Retención escolar,No,Sofía Martínez,923074686
M-7694,21666021-5,Emilia Fuentes Morales,2008-11-25,F,Chiguayante,1º A,5.4,96,Programa de integración (PIE),No,Florencia Torres,977863496
M-7695,22371309-9,Sofía Araya González,2008-07-08,F,Hualpén,1º B,5.3,86,Ninguno,No,Amanda Torres,923857920
M-7696,22473684-K,Sofía Torres Fuentes,2012-10-22,F,Penco,4º A,4.9,89,Programa de integración (PIE),No,Javiera Díaz,931563022
M-7697,20086257-9,Lucas Fuentes Araya,2011-07-18,M,Hualpén,3º C,5.7,87,Apoyo psicosocial,Discapacidad auditiva,Vicente Morales,989206154
M-7698,23351475-1,Benjamín López López,2009-06-12,M,Hualpén,1º C,5.9,73,Ninguno,No,Benjamín Rodríguez,912335173
M-7699,22066000-8,Matías Sepúlveda Torres,2009-03-06,M,Hualpén,4º B,5.2,78,Apoyo psicosocial,No,Gabriel Morales,967493705
M-7700,22201018-3,Matías Pérez Espinoza,2009-10-11,M,Chiguayante,1º B,6.0,97,Apoyo psicosocial,No,Benjamín Soto,954226807
M-7701,23000423-K,Sofía Contreras Espinoza,2009-09-07,F,Talcahuano,2º C,4.4,87,Ninguno,No,Isidora Rodríguez,936344827
M-7702,22748312-8,Joaquín Silva Araya,2010-06-18,M,Hualpén,1º C,4.9,75,Ninguno,No,Diego Pérez,978163838
M-7703,20820998-K,Matías Rojas Silva,2009-07-17,M,Talcahuano,3º C,3.5,83,Ninguno,No,Joaquín Martínez,915095108
M-7704,23344765-5,Benjamín Contreras Rojas,2009-08-04,M,Hualpén,1º C,5.6,87,Ninguno,No,Joaquín Rodríguez,945874227
M-7705,20814356-3,Gabriel González Muñoz,2010-03-14,M,Talcahuano,4º B,5.9,94,Ninguno,No,Martina Silva,958218572
M-7706,21130396-1,Diego Muñoz González,2007-10-12,M,Talcahuano,3º C,6.8,87,Apoyo psicosocial,No,Sofía Morales,934574634
M-7707,24252755-5,Martina Fuentes Pérez,2010-07-24,F,San Pedro de la Paz,3º B,5.6,86,Beca alimentación,No,Matías López,971949466
M-7708,21124257-1,Martina Morales Díaz,2009-08-27,F,Chiguayante,3º C,5.0,93,Ninguno,Discapacidad visual,Isidora Fuentes,987770054
M-7709,22075895-4,Javiera Araya Rodríguez,2008-04-20,F,Penco,4º A,4.9,84,Beca alimentación,Trastorno del lenguaje,Florencia Torres,914812634
M-7710,20457354-7,Amanda Araya Flores,2010-10-04,F,Penco,2º C,6.1,99,Ninguno,No,Matías Contreras,948670983
M-7711,23388719-1,Vicente Flores González,2011-01-09,M,Tomé,1º B,6.0,91,Ninguno,No,Amanda Hernández,963443192
M-7712,21123451-K,Martina Soto Silva,2008-03-10,F,Concepción,4º B,4.8,98,Apoyo psicosocial,No,Agustín Muñoz,929635635
M-7713,20386932-9,Josefa Silva Rojas,2007-02-22,F,Talcahuano,1º A,6.0,89,Retención escolar,TDAH,Martina Rodríguez,997667414
M-7714,20231272-K,Javiera Contreras Silva,2007-01-07,F,Concepción,1º B,5.5,100,Ninguno,No,Javiera Silva,964726801
M-7715,20194734-9,Tomás Soto Soto,2011-03-05,M,Chiguayante,3º A,6.3,95,Ninguno,No,Isidora Rodríguez,943907989
M-7716,21537741-2,Martín Martínez Flores,2012-11-23,M,Concepción,2º C,6.5,100,Retención escolar,No,Martín Muñoz,932743771
M-7717,21961400-1,Josefa Martínez Sepúlveda,2008-07-12,F,Hualpén,2º A,5.1,100,Beca alimentación,No,Martín López,994285238
M-7718,23210064-3,Agustín Rodríguez Pérez,2012-11-14,M,Concepción,3º A,5.3,90,Ninguno,No,Martina Sepúlveda,952612881
M-7719,21590943-0,Catalina Martínez Rodríguez,2012-06-03,F,Talcahuano,3º C,5.8,100,Ninguno,TDAH,Vicente Sepúlveda,915935501
M-7720,21629063-9,Agustín Vega Vega,2007-09-05,M,Talcahuano,1º C,5.1,90,Ninguno,No,Lucas Vega,929325649
M-7721,21228837-0,Agustín Pérez Rodríguez,2011-10-05,M,Hualpén,3º A,5.7,97,Apoyo psicosocial,No,Sofía Martínez,913453740
M-7722,21423375-1,Matías Rojas Pérez,2011-11-16,M,Concepción,1º C,5.8,87,Ninguno,No,Antonia Fuentes,948984092
M-7723,20668637-3,Isidora López Muñoz,2011-01-07,F,Talcahuano,1º C,5.6,80,Beca alimentación,TDAH,Agustín Rojas,933492948
M-7724,20486984-5,Tomás Rojas Vega,2010-03-28,M,San Pedro de la Paz,2º B,6.3,91,Retención escolar,Trastorno del lenguaje,Tomás Morales,932573146
M-7725,21884425-9,Diego Fuentes Díaz,2009-03-18,M,Talcahuano,2º C,5.4,100,Ninguno,No,Josefa Díaz,987559201
M-7726,21060222-1,Emilia Espinoza Flores,2011-10-05,F,Coronel,4º A,4.0,84,Ninguno,No,Gabriel Fuentes,941972675
M-7727,21505364-1,Matías Martínez Díaz,2011-04-02,M,Concepción,3º B,6.6,86,Ninguno,No,Agustín Fuentes,965464516
M-7728,20444732-0,Amanda Rojas Morales,2007-03-04,F,Talcahuano,1º A,5.1,87,Ninguno,No,Javiera Morales,944586930
M-7729,23947370-4,Isidora Rodríguez González,2010-08-13,F,Penco,1º A,6.3,75,Ninguno,No,Matías Muñoz,910138583
M-7730,24495053-6,Martín Martínez Martínez,2007-01-14,M,Talcahuano,4º A,5.3,98,Ninguno,No,Gabriel González,921338072
M-7731,23849108-3,Martina Sepúlveda Martínez,2010-05-25,F,Concepción,4º B,5.5,95,Ninguno,No,Gabriel González,929857542
M-7732,21137274-2,Lucas Soto Pérez,2011-06-07,M,Penco,2º C,4.9,87,Beca alimentación,No,Isidora Soto,988255436
M-7733,21128093-7,Florencia Sepúlveda Sepúlveda,2012-05-06,F,Talcahuano,3º A,6.8,89,Ninguno,No,Emilia Pérez,984045614
M-7734,20903269-2,Sofía Silva Silva,2012-08-08,F,Talcahuano,4º A,4.8,91,Programa de integración (PIE),No,Florencia Espinoza,955858937
M-7735,23915221-5,Martina Silva Morales,2008-03-04,F,San Pedro de la Paz,3º B,6.1,88,Ninguno,No,Martín Morales,954700578
M-7736,20492012-3,Matías López Martínez,2011-10-14,M,Hualpén,1º C,5.0,85,Ninguno,No,Javiera Rojas,966437990
M-7737,20150604-0,Lucas Rodríguez Torres,2009-01-20,M,Concepción,4º A,5.1,72,Ninguno,TDAH,Florencia Morales,931220188
M-7738,21428453-4,Antonia Sepúlveda Morales,2011-07-18,F,Chiguayante,4º B,4.4,96,Apoyo psicosocial,No,Javiera Silva,951624573
M-7739,24132487-1,Javiera Espinoza Vega,2009-07-01,F,Concepción,2º A,5.3,100,Apoyo psicosocial,No,Emilia Flores,910385428
M-7740,22341664-7,Catalina Soto Muñoz,2007-05-07,F,Concepción,3º A,5.4,84,Ninguno,No,Agustín Morales,928726966
M-7741,20433410-0,Antonia Espinoza Soto,2009-09-06,F,Talcahuano,4º B,5.0,99,Beca alimentación,No,Martina Pérez,975300329
M-7742,21357986-7,Antonia Espinoza Martínez,2007-06-04,F,Chiguayante,1º C,6.0,83,Ninguno,No,Vicente Fuentes,923906361
M-7743,22985930-3,Agustín Martínez Contreras,2008-03-06,M,Tomé,3º C,5.8,81,Retención escolar,No,Diego Pérez,996321535
M-7744,23149874-0,Benjamín Torres Flores,2011-09-02,M,Talcahuano,3º A,5.5,94,Beca alimentación,No,Vicente Contreras,986425895
M-7745,20958191-2,Gabriel Torres Hernández,2011-10-13,M,Tomé,3º A,5.4,100,Ninguno,No,Catalina Pérez,927788523
M-7746,22856724-4,Lucas Sepúlveda Hernández,2008-09-15,M,Talcahuano,1º A,6.3,94,Ninguno,No,Antonia Vega,913987717
M-7747,24236206-8,Sofía Díaz López,2012-12-09,F,Penco,4º C,4.7,91,Programa de integración (PIE),No,Amanda González,965633325
M-7748,22571239-1,Josefa Araya González,2007-06-10,F,Chiguayante,1º C,5.5,85,Ninguno,No,Benjamín Rojas,927270826
M-7749,20480294-5,Tomás Sepúlveda Vega,2007-01-05,M,Talcahuano,2º B,5.4,84,Ninguno,No,Vicente Pérez,917511585
M-7750,23236343-1,Tomás Rojas Flores,2010-11-28,M,Talcahuano,1º B,4.1,88,Programa de integración (PIE),No,Joaquín Soto,932552317
M-7751,21002621-2,Vicente Morales Espinoza,2007-03-24,M,Hualpén,3º B,6.0,90,Programa de integración (PIE),Trastorno del lenguaje,Sofía Morales,972960703
M-7752,22234128-7,Tomás Rojas Rojas,2010-06-27,M,Concepción,3º C,6.4,85,Ninguno,No,Javiera Torres,996599153
M-7753,20345099-9,Tomás Rojas Soto,2012-07-18,M,Penco,3º B,5.4,85,Retención escolar,No,Catalina López,919094929
M-7754,24493967-2,Vicente Fuentes Hernández,2007-04-16,M,Concepción,4º C,5.3,87,Apoyo psicosocial,No,Diego Soto,966704741
M-7755,23347004-5,Amanda Muñoz Sepúlveda,2009-03-28,F,Chiguayante,2º B,6.1,85,Ninguno,TDAH,Amanda González,913328278
M-7756,21238603-8,Tomás Silva Morales,2007-09-01,M,Tomé,3º A,5.6,100,Ninguno,No,Josefa González,980315689
M-7757,21078617-9,Joaquín López González,2009-01-23,M,San Pedro de la Paz,2º B,4.6,77,Retención escolar,TDAH,Javiera Pérez,985153448
M-7758,22561289-3,Lucas Contreras Muñoz,2009-11-17,M,San Pedro de la Paz,3º C,7.0,100,Ninguno,Discapacidad auditiva,Sofía Hernández,967834206
M-7759,23871695-6,Diego Pérez Fuentes,2007-05-21,M,Tomé,1º C,6.2,100,Programa de integración (PIE),No,Lucas Martínez,964885625
M-7760,23544759-8,Gabriel Araya Rodríguez,2007-04-16,M,Coronel,3º A,6.3,80,Programa de integración (PIE),No,Javiera Contreras,999800762
M-7761,24183037-8,Joaquín Muñoz Contreras,2008-10-26,M,Chiguayante,2º A,5.7,92,Apoyo psicosocial,TDAH,Lucas Hernández,972866664
